clip_id,method,label,frames_sampled,faces_detected,detection_rate
996,real,0,20,20,1.0
997,real,0,20,20,1.0
998,real,0,20,20,1.0
999,real,0,20,20,1.0
000_003,DeepFakes,1,20,20,1.0
001_870,DeepFakes,1,20,20,1.0
002_006,DeepFakes,1,20,20,1.0
003_000,DeepFakes,1,20,20,1.0
004_982,DeepFakes,1,20,20,1.0
005_010,DeepFakes,1,20,20,1.0
006_002,DeepFakes,1,20,20,1.0
007_132,DeepFakes,1,20,20,1.0
008_990,DeepFakes,1,20,20,1.0
009_027,DeepFakes,1,20,20,1.0
010_005,DeepFakes,1,20,20,1.0
011_805,DeepFakes,1,20,20,1.0
012_026,DeepFakes,1,20,20,1.0
013_883,DeepFakes,1,20,20,1.0
014_790,DeepFakes,1,20,20,1.0
015_919,DeepFakes,1,20,20,1.0
016_209,DeepFakes,1,20,20,1.0
017_803,DeepFakes,1,20,20,1.0
018_019,DeepFakes,1,20,20,1.0
019_018,DeepFakes,1,20,20,1.0
020_344,DeepFakes,1,20,20,1.0
021_312,DeepFakes,1,20,20,1.0
022_489,DeepFakes,1,20,19,0.95
023_923,DeepFakes,1,20,20,1.0
024_073,DeepFakes,1,20,20,1.0
025_067,DeepFakes,1,20,20,1.0
026_012,DeepFakes,1,20,20,1.0
027_009,DeepFakes,1,20,20,1.0
028_068,DeepFakes,1,20,20,1.0
029_048,DeepFakes,1,20,20,1.0
030_193,DeepFakes,1,20,20,1.0
031_163,DeepFakes,1,20,20,1.0
032_944,DeepFakes,1,20,20,1.0
033_097,DeepFakes,1,20,10,0.5
034_590,DeepFakes,1,20,20,1.0
035_036,DeepFakes,1,20,20,1.0
036_035,DeepFakes,1,20,20,1.0
037_072,DeepFakes,1,20,20,1.0
038_125,DeepFakes,1,20,20,1.0
039_058,DeepFakes,1,20,20,1.0
040_997,DeepFakes,1,20,7,0.35
041_063,DeepFakes,1,20,20,1.0
042_084,DeepFakes,1,20,20,1.0
043_110,DeepFakes,1,20,20,1.0
044_945,DeepFakes,1,20,20,1.0
045_889,DeepFakes,1,20,20,1.0
046_904,DeepFakes,1,20,20,1.0
047_862,DeepFakes,1,20,20,1.0
048_029,DeepFakes,1,20,20,1.0
049_946,DeepFakes,1,20,20,1.0
050_059,DeepFakes,1,20,20,1.0
051_332,DeepFakes,1,20,20,1.0
052_108,DeepFakes,1,20,20,1.0
053_095,DeepFakes,1,20,20,1.0
054_071,DeepFakes,1,20,20,1.0
055_147,DeepFakes,1,20,20,1.0
056_996,DeepFakes,1,20,20,1.0
057_070,DeepFakes,1,20,20,1.0
058_039,DeepFakes,1,20,20,1.0
059_050,DeepFakes,1,20,20,1.0
060_088,DeepFakes,1,20,20,1.0
061_080,DeepFakes,1,20,20,1.0
062_066,DeepFakes,1,20,20,1.0
063_041,DeepFakes,1,20,20,1.0
064_991,DeepFakes,1,20,20,1.0
065_089,DeepFakes,1,20,20,1.0
066_062,DeepFakes,1,20,20,1.0
067_025,DeepFakes,1,20,20,1.0
068_028,DeepFakes,1,20,20,1.0
069_961,DeepFakes,1,20,20,1.0
070_057,DeepFakes,1,20,20,1.0
071_054,DeepFakes,1,20,20,1.0
072_037,DeepFakes,1,20,20,1.0
073_024,DeepFakes,1,20,20,1.0
074_825,DeepFakes,1,20,20,1.0
075_977,DeepFakes,1,20,20,1.0
076_079,DeepFakes,1,20,20,1.0
077_100,DeepFakes,1,20,20,1.0
078_955,DeepFakes,1,20,20,1.0
079_076,DeepFakes,1,20,20,1.0
080_061,DeepFakes,1,20,20,1.0
081_087,DeepFakes,1,20,20,1.0
082_103,DeepFakes,1,20,20,1.0
083_213,DeepFakes,1,20,20,1.0
084_042,DeepFakes,1,20,20,1.0
085_124,DeepFakes,1,20,20,1.0
086_090,DeepFakes,1,20,20,1.0
087_081,DeepFakes,1,20,20,1.0
088_060,DeepFakes,1,20,20,1.0
089_065,DeepFakes,1,20,20,1.0
090_086,DeepFakes,1,20,20,1.0
091_116,DeepFakes,1,20,20,1.0
092_098,DeepFakes,1,20,20,1.0
093_121,DeepFakes,1,20,20,1.0
094_111,DeepFakes,1,20,20,1.0
095_053,DeepFakes,1,20,20,1.0
096_101,DeepFakes,1,20,0,0.0
097_033,DeepFakes,1,20,20,1.0
098_092,DeepFakes,1,20,20,1.0
099_295,DeepFakes,1,20,20,1.0
100_077,DeepFakes,1,20,20,1.0
101_096,DeepFakes,1,20,20,1.0
102_114,DeepFakes,1,20,20,1.0
103_082,DeepFakes,1,20,20,1.0
104_126,DeepFakes,1,20,20,1.0
105_180,DeepFakes,1,20,17,0.85
106_198,DeepFakes,1,20,20,1.0
107_109,DeepFakes,1,20,20,1.0
108_052,DeepFakes,1,20,20,1.0
109_107,DeepFakes,1,20,20,1.0
110_043,DeepFakes,1,20,20,1.0
111_094,DeepFakes,1,20,20,1.0
112_892,DeepFakes,1,20,20,1.0
113_983,DeepFakes,1,20,20,1.0
114_102,DeepFakes,1,20,20,1.0
115_939,DeepFakes,1,20,20,1.0
116_091,DeepFakes,1,20,20,1.0
117_217,DeepFakes,1,20,20,1.0
118_120,DeepFakes,1,20,20,1.0
119_123,DeepFakes,1,20,20,1.0
120_118,DeepFakes,1,20,20,1.0
121_093,DeepFakes,1,20,20,1.0
122_144,DeepFakes,1,20,20,1.0
123_119,DeepFakes,1,20,20,1.0
124_085,DeepFakes,1,20,20,1.0
125_038,DeepFakes,1,20,20,1.0
126_104,DeepFakes,1,20,20,1.0
127_129,DeepFakes,1,20,20,1.0
128_896,DeepFakes,1,20,20,1.0
129_127,DeepFakes,1,20,20,1.0
130_139,DeepFakes,1,20,20,1.0
131_518,DeepFakes,1,20,20,1.0
132_007,DeepFakes,1,20,20,1.0
133_148,DeepFakes,1,20,20,1.0
134_192,DeepFakes,1,20,20,1.0
135_880,DeepFakes,1,20,20,1.0
136_285,DeepFakes,1,20,20,1.0
137_165,DeepFakes,1,20,20,1.0
138_142,DeepFakes,1,20,20,1.0
139_130,DeepFakes,1,20,20,1.0
140_143,DeepFakes,1,20,20,1.0
141_161,DeepFakes,1,20,20,1.0
142_138,DeepFakes,1,20,20,1.0
143_140,DeepFakes,1,20,20,1.0
144_122,DeepFakes,1,20,20,1.0
145_299,DeepFakes,1,20,20,1.0
146_256,DeepFakes,1,20,20,1.0
147_055,DeepFakes,1,20,20,1.0
148_133,DeepFakes,1,20,20,1.0
149_152,DeepFakes,1,20,20,1.0
150_153,DeepFakes,1,20,20,1.0
151_225,DeepFakes,1,20,20,1.0
152_149,DeepFakes,1,20,20,1.0
153_150,DeepFakes,1,20,20,1.0
154_386,DeepFakes,1,20,20,1.0
155_576,DeepFakes,1,20,20,1.0
156_243,DeepFakes,1,20,2,0.1
157_245,DeepFakes,1,20,20,1.0
158_379,DeepFakes,1,20,18,0.9
159_175,DeepFakes,1,20,20,1.0
160_928,DeepFakes,1,20,20,1.0
161_141,DeepFakes,1,20,20,1.0
162_330,DeepFakes,1,20,20,1.0
163_031,DeepFakes,1,20,20,1.0
164_216,DeepFakes,1,20,20,1.0
165_137,DeepFakes,1,20,20,1.0
166_167,DeepFakes,1,20,20,1.0
167_166,DeepFakes,1,20,20,1.0
168_222,DeepFakes,1,20,20,1.0
169_227,DeepFakes,1,20,20,1.0
170_186,DeepFakes,1,20,20,1.0
171_173,DeepFakes,1,20,20,1.0
172_582,DeepFakes,1,20,20,1.0
173_171,DeepFakes,1,20,20,1.0
174_964,DeepFakes,1,20,20,1.0
175_159,DeepFakes,1,20,20,1.0
176_190,DeepFakes,1,20,20,1.0
177_211,DeepFakes,1,20,20,1.0
178_598,DeepFakes,1,20,20,1.0
179_212,DeepFakes,1,20,20,1.0
180_105,DeepFakes,1,20,20,1.0
181_199,DeepFakes,1,20,20,1.0
182_242,DeepFakes,1,20,20,1.0
183_253,DeepFakes,1,20,20,1.0
184_205,DeepFakes,1,20,9,0.45
185_276,DeepFakes,1,20,20,1.0
186_170,DeepFakes,1,20,20,1.0
187_234,DeepFakes,1,20,20,1.0
188_191,DeepFakes,1,20,20,1.0
189_200,DeepFakes,1,20,20,1.0
190_176,DeepFakes,1,20,20,1.0
191_188,DeepFakes,1,20,20,1.0
192_134,DeepFakes,1,20,20,1.0
193_030,DeepFakes,1,20,20,1.0
194_235,DeepFakes,1,20,20,1.0
195_442,DeepFakes,1,20,20,1.0
196_310,DeepFakes,1,20,20,1.0
197_224,DeepFakes,1,20,20,1.0
198_106,DeepFakes,1,20,20,1.0
199_181,DeepFakes,1,20,20,1.0
200_189,DeepFakes,1,20,20,1.0
201_203,DeepFakes,1,20,20,1.0
202_348,DeepFakes,1,20,6,0.3
203_201,DeepFakes,1,20,20,1.0
204_230,DeepFakes,1,20,20,1.0
205_184,DeepFakes,1,20,20,1.0
206_221,DeepFakes,1,20,20,1.0
207_908,DeepFakes,1,20,20,1.0
208_215,DeepFakes,1,20,20,1.0
209_016,DeepFakes,1,20,20,1.0
210_241,DeepFakes,1,20,20,1.0
211_177,DeepFakes,1,20,20,1.0
212_179,DeepFakes,1,20,20,1.0
213_083,DeepFakes,1,20,20,1.0
214_255,DeepFakes,1,20,20,1.0
215_208,DeepFakes,1,20,20,1.0
216_164,DeepFakes,1,20,20,1.0
217_117,DeepFakes,1,20,20,1.0
218_239,DeepFakes,1,20,20,1.0
219_220,DeepFakes,1,20,20,1.0
220_219,DeepFakes,1,20,20,1.0
221_206,DeepFakes,1,20,2,0.1
222_168,DeepFakes,1,20,20,1.0
223_586,DeepFakes,1,20,20,1.0
224_197,DeepFakes,1,20,20,1.0
225_151,DeepFakes,1,20,20,1.0
226_491,DeepFakes,1,20,20,1.0
227_169,DeepFakes,1,20,17,0.85
228_289,DeepFakes,1,20,20,1.0
229_247,DeepFakes,1,20,20,1.0
230_204,DeepFakes,1,20,20,1.0
231_663,DeepFakes,1,20,20,1.0
232_248,DeepFakes,1,20,20,1.0
233_995,DeepFakes,1,20,6,0.3
234_187,DeepFakes,1,20,20,1.0
235_194,DeepFakes,1,20,20,1.0
236_237,DeepFakes,1,20,20,1.0
237_236,DeepFakes,1,20,0,0.0
238_282,DeepFakes,1,20,20,1.0
239_218,DeepFakes,1,20,20,1.0
240_290,DeepFakes,1,20,20,1.0
241_210,DeepFakes,1,20,20,1.0
242_182,DeepFakes,1,20,20,1.0
243_156,DeepFakes,1,20,15,0.75
244_822,DeepFakes,1,20,20,1.0
245_157,DeepFakes,1,20,20,1.0
246_258,DeepFakes,1,20,20,1.0
247_229,DeepFakes,1,20,20,1.0
248_232,DeepFakes,1,20,20,1.0
249_280,DeepFakes,1,20,20,1.0
250_461,DeepFakes,1,20,20,1.0
251_375,DeepFakes,1,20,20,1.0
252_266,DeepFakes,1,20,20,1.0
253_183,DeepFakes,1,20,20,1.0
254_261,DeepFakes,1,20,2,0.1
255_214,DeepFakes,1,20,20,1.0
256_146,DeepFakes,1,20,20,1.0
257_420,DeepFakes,1,20,20,1.0
258_246,DeepFakes,1,20,20,1.0
259_345,DeepFakes,1,20,20,1.0
260_331,DeepFakes,1,20,20,1.0
261_254,DeepFakes,1,20,20,1.0
262_301,DeepFakes,1,20,20,1.0
263_284,DeepFakes,1,20,20,1.0
264_271,DeepFakes,1,20,20,1.0
265_475,DeepFakes,1,20,20,1.0
266_252,DeepFakes,1,20,20,1.0
267_286,DeepFakes,1,20,20,1.0
268_269,DeepFakes,1,20,20,1.0
269_268,DeepFakes,1,20,20,1.0
270_297,DeepFakes,1,20,20,1.0
271_264,DeepFakes,1,20,20,1.0
272_396,DeepFakes,1,20,20,1.0
273_807,DeepFakes,1,20,20,1.0
274_412,DeepFakes,1,20,20,1.0
275_887,DeepFakes,1,20,20,1.0
276_185,DeepFakes,1,20,20,1.0
277_335,DeepFakes,1,20,20,1.0
278_306,DeepFakes,1,20,20,1.0
279_298,DeepFakes,1,20,20,1.0
280_249,DeepFakes,1,20,20,1.0
281_474,DeepFakes,1,20,5,0.25
282_238,DeepFakes,1,20,20,1.0
283_313,DeepFakes,1,20,20,1.0
284_263,DeepFakes,1,20,20,1.0
285_136,DeepFakes,1,20,20,1.0
286_267,DeepFakes,1,20,20,1.0
287_426,DeepFakes,1,20,20,1.0
288_321,DeepFakes,1,20,20,1.0
289_228,DeepFakes,1,20,20,1.0
290_240,DeepFakes,1,20,20,1.0
291_874,DeepFakes,1,20,20,1.0
292_294,DeepFakes,1,20,20,1.0
293_296,DeepFakes,1,20,20,1.0
294_292,DeepFakes,1,20,20,1.0
295_099,DeepFakes,1,20,20,1.0
296_293,DeepFakes,1,20,20,1.0
297_270,DeepFakes,1,20,20,1.0
298_279,DeepFakes,1,20,20,1.0
299_145,DeepFakes,1,20,20,1.0
300_304,DeepFakes,1,20,20,1.0
301_262,DeepFakes,1,20,20,1.0
302_323,DeepFakes,1,20,20,1.0
303_309,DeepFakes,1,20,20,1.0
304_300,DeepFakes,1,20,20,1.0
305_513,DeepFakes,1,20,20,1.0
306_278,DeepFakes,1,20,20,1.0
307_365,DeepFakes,1,20,20,1.0
308_388,DeepFakes,1,20,20,1.0
309_303,DeepFakes,1,20,20,1.0
310_196,DeepFakes,1,20,20,1.0
311_387,DeepFakes,1,20,20,1.0
312_021,DeepFakes,1,20,20,1.0
313_283,DeepFakes,1,20,20,1.0
314_347,DeepFakes,1,20,20,1.0
315_322,DeepFakes,1,20,20,1.0
316_369,DeepFakes,1,20,20,1.0
317_359,DeepFakes,1,20,20,1.0
318_334,DeepFakes,1,20,20,1.0
319_352,DeepFakes,1,20,20,1.0
320_328,DeepFakes,1,20,20,1.0
321_288,DeepFakes,1,20,20,1.0
322_315,DeepFakes,1,20,20,1.0
323_302,DeepFakes,1,20,20,1.0
324_356,DeepFakes,1,20,20,1.0
325_492,DeepFakes,1,20,20,1.0
326_501,DeepFakes,1,20,20,1.0
327_329,DeepFakes,1,20,20,1.0
328_320,DeepFakes,1,20,20,1.0
329_327,DeepFakes,1,20,20,1.0
330_162,DeepFakes,1,20,20,1.0
331_260,DeepFakes,1,20,17,0.85
332_051,DeepFakes,1,20,20,1.0
333_377,DeepFakes,1,20,20,1.0
334_318,DeepFakes,1,20,20,1.0
335_277,DeepFakes,1,20,20,1.0
336_338,DeepFakes,1,20,20,1.0
337_522,DeepFakes,1,20,20,1.0
338_336,DeepFakes,1,20,20,1.0
339_392,DeepFakes,1,20,20,1.0
340_341,DeepFakes,1,20,20,1.0
341_340,DeepFakes,1,20,20,1.0
342_416,DeepFakes,1,20,20,1.0
343_363,DeepFakes,1,20,20,1.0
344_020,DeepFakes,1,20,20,1.0
345_259,DeepFakes,1,20,18,0.9
346_351,DeepFakes,1,20,20,1.0
347_314,DeepFakes,1,20,20,1.0
348_202,DeepFakes,1,20,20,1.0
349_350,DeepFakes,1,20,2,0.1
350_349,DeepFakes,1,20,20,1.0
351_346,DeepFakes,1,20,20,1.0
352_319,DeepFakes,1,20,20,1.0
353_383,DeepFakes,1,20,20,1.0
354_362,DeepFakes,1,20,20,1.0
355_748,DeepFakes,1,20,20,1.0
356_324,DeepFakes,1,20,20,1.0
357_432,DeepFakes,1,20,20,1.0
358_380,DeepFakes,1,20,20,1.0
359_317,DeepFakes,1,20,20,1.0
360_437,DeepFakes,1,20,20,1.0
361_448,DeepFakes,1,20,20,1.0
362_354,DeepFakes,1,20,20,1.0
363_343,DeepFakes,1,20,20,1.0
364_440,DeepFakes,1,20,20,1.0
365_307,DeepFakes,1,20,19,0.95
366_473,DeepFakes,1,20,20,1.0
367_371,DeepFakes,1,20,20,1.0
368_378,DeepFakes,1,20,20,1.0
369_316,DeepFakes,1,20,20,1.0
370_483,DeepFakes,1,20,10,0.5
371_367,DeepFakes,1,20,20,1.0
372_413,DeepFakes,1,20,20,1.0
373_394,DeepFakes,1,20,20,1.0
374_407,DeepFakes,1,20,15,0.75
375_251,DeepFakes,1,20,20,1.0
376_381,DeepFakes,1,20,6,0.3
377_333,DeepFakes,1,20,20,1.0
378_368,DeepFakes,1,20,20,1.0
379_158,DeepFakes,1,20,20,1.0
380_358,DeepFakes,1,20,20,1.0
381_376,DeepFakes,1,20,20,1.0
382_409,DeepFakes,1,20,20,1.0
383_353,DeepFakes,1,20,20,1.0
384_932,DeepFakes,1,20,20,1.0
385_414,DeepFakes,1,20,20,1.0
386_154,DeepFakes,1,20,20,1.0
387_311,DeepFakes,1,20,20,1.0
388_308,DeepFakes,1,20,20,1.0
389_480,DeepFakes,1,20,20,1.0
390_709,DeepFakes,1,20,20,1.0
391_406,DeepFakes,1,20,20,1.0
392_339,DeepFakes,1,20,20,1.0
393_405,DeepFakes,1,20,20,1.0
394_373,DeepFakes,1,20,20,1.0
395_401,DeepFakes,1,20,20,1.0
396_272,DeepFakes,1,20,20,1.0
397_602,DeepFakes,1,20,20,1.0
398_457,DeepFakes,1,20,20,1.0
399_488,DeepFakes,1,20,20,1.0
400_476,DeepFakes,1,20,20,1.0
401_395,DeepFakes,1,20,20,1.0
402_453,DeepFakes,1,20,20,1.0
403_497,DeepFakes,1,20,20,1.0
404_429,DeepFakes,1,20,18,0.9
405_393,DeepFakes,1,20,20,1.0
406_391,DeepFakes,1,20,20,1.0
407_374,DeepFakes,1,20,20,1.0
408_424,DeepFakes,1,20,20,1.0
409_382,DeepFakes,1,20,20,1.0
410_411,DeepFakes,1,20,20,1.0
411_410,DeepFakes,1,20,20,1.0
412_274,DeepFakes,1,20,20,1.0
413_372,DeepFakes,1,20,20,1.0
414_385,DeepFakes,1,20,20,1.0
415_484,DeepFakes,1,20,20,1.0
416_342,DeepFakes,1,20,20,1.0
417_496,DeepFakes,1,20,20,1.0
418_507,DeepFakes,1,20,20,1.0
419_824,DeepFakes,1,20,20,1.0
420_257,DeepFakes,1,20,20,1.0
421_423,DeepFakes,1,20,20,1.0
422_695,DeepFakes,1,20,20,1.0
423_421,DeepFakes,1,20,20,1.0
424_408,DeepFakes,1,20,20,1.0
425_485,DeepFakes,1,20,17,0.85
426_287,DeepFakes,1,20,20,1.0
427_637,DeepFakes,1,20,0,0.0
428_466,DeepFakes,1,20,20,1.0
429_404,DeepFakes,1,20,20,1.0
430_459,DeepFakes,1,20,20,1.0
431_447,DeepFakes,1,20,20,1.0
432_357,DeepFakes,1,20,20,1.0
433_498,DeepFakes,1,20,20,1.0
434_438,DeepFakes,1,20,20,1.0
435_456,DeepFakes,1,20,20,1.0
436_526,DeepFakes,1,20,20,1.0
437_360,DeepFakes,1,20,20,1.0
438_434,DeepFakes,1,20,20,1.0
439_441,DeepFakes,1,20,20,1.0
440_364,DeepFakes,1,20,20,1.0
441_439,DeepFakes,1,20,20,1.0
442_195,DeepFakes,1,20,20,1.0
443_514,DeepFakes,1,20,20,1.0
444_655,DeepFakes,1,20,20,1.0
445_494,DeepFakes,1,20,20,1.0
446_667,DeepFakes,1,20,20,1.0
447_431,DeepFakes,1,20,20,1.0
448_361,DeepFakes,1,20,20,1.0
449_451,DeepFakes,1,20,20,1.0
450_533,DeepFakes,1,20,20,1.0
451_449,DeepFakes,1,20,20,1.0
452_550,DeepFakes,1,20,20,1.0
453_402,DeepFakes,1,20,20,1.0
454_527,DeepFakes,1,20,20,1.0
455_471,DeepFakes,1,20,20,1.0
456_435,DeepFakes,1,20,1,0.05
457_398,DeepFakes,1,20,20,1.0
458_722,DeepFakes,1,20,20,1.0
459_430,DeepFakes,1,20,20,1.0
460_678,DeepFakes,1,20,20,1.0
461_250,DeepFakes,1,20,20,1.0
462_467,DeepFakes,1,20,20,1.0
463_464,DeepFakes,1,20,20,1.0
464_463,DeepFakes,1,20,20,1.0
465_482,DeepFakes,1,20,20,1.0
466_428,DeepFakes,1,20,20,1.0
467_462,DeepFakes,1,20,20,1.0
468_470,DeepFakes,1,20,20,1.0
469_481,DeepFakes,1,20,20,1.0
470_468,DeepFakes,1,20,20,1.0
471_455,DeepFakes,1,20,20,1.0
472_511,DeepFakes,1,20,20,1.0
473_366,DeepFakes,1,20,20,1.0
474_281,DeepFakes,1,20,20,1.0
475_265,DeepFakes,1,20,20,1.0
476_400,DeepFakes,1,20,20,1.0
477_487,DeepFakes,1,20,20,1.0
478_506,DeepFakes,1,20,20,1.0
479_706,DeepFakes,1,20,20,1.0
480_389,DeepFakes,1,20,20,1.0
481_469,DeepFakes,1,20,20,1.0
482_465,DeepFakes,1,20,20,1.0
483_370,DeepFakes,1,20,20,1.0
484_415,DeepFakes,1,20,20,1.0
485_425,DeepFakes,1,20,20,1.0
486_680,DeepFakes,1,20,20,1.0
487_477,DeepFakes,1,20,20,1.0
488_399,DeepFakes,1,20,20,1.0
489_022,DeepFakes,1,20,17,0.85
490_534,DeepFakes,1,20,20,1.0
491_226,DeepFakes,1,20,6,0.3
492_325,DeepFakes,1,20,20,1.0
493_538,DeepFakes,1,20,20,1.0
494_445,DeepFakes,1,20,20,1.0
495_512,DeepFakes,1,20,20,1.0
496_417,DeepFakes,1,20,20,1.0
497_403,DeepFakes,1,20,20,1.0
498_433,DeepFakes,1,20,20,1.0
499_539,DeepFakes,1,20,20,1.0
500_592,DeepFakes,1,20,20,1.0
501_326,DeepFakes,1,20,20,1.0
502_504,DeepFakes,1,20,20,1.0
503_756,DeepFakes,1,20,20,1.0
504_502,DeepFakes,1,20,20,1.0
505_600,DeepFakes,1,20,20,1.0
506_478,DeepFakes,1,20,20,1.0
507_418,DeepFakes,1,20,20,1.0
508_831,DeepFakes,1,20,20,1.0
509_525,DeepFakes,1,20,17,0.85
510_528,DeepFakes,1,20,15,0.75
511_472,DeepFakes,1,20,20,1.0
512_495,DeepFakes,1,20,20,1.0
513_305,DeepFakes,1,20,20,1.0
514_443,DeepFakes,1,20,20,1.0
515_519,DeepFakes,1,20,20,1.0
516_555,DeepFakes,1,20,20,1.0
517_521,DeepFakes,1,20,20,1.0
518_131,DeepFakes,1,20,20,1.0
519_515,DeepFakes,1,20,20,1.0
520_542,DeepFakes,1,20,20,1.0
521_517,DeepFakes,1,20,20,1.0
522_337,DeepFakes,1,20,20,1.0
523_541,DeepFakes,1,20,20,1.0
524_580,DeepFakes,1,20,20,1.0
525_509,DeepFakes,1,20,20,1.0
526_436,DeepFakes,1,20,20,1.0
527_454,DeepFakes,1,20,20,1.0
528_510,DeepFakes,1,20,20,1.0
529_633,DeepFakes,1,20,20,1.0
530_594,DeepFakes,1,20,20,1.0
531_549,DeepFakes,1,20,20,1.0
532_544,DeepFakes,1,20,20,1.0
533_450,DeepFakes,1,20,20,1.0
534_490,DeepFakes,1,20,20,1.0
535_587,DeepFakes,1,20,20,1.0
536_540,DeepFakes,1,20,20,1.0
537_563,DeepFakes,1,20,20,1.0
538_493,DeepFakes,1,20,20,1.0
539_499,DeepFakes,1,20,20,1.0
540_536,DeepFakes,1,20,20,1.0
541_523,DeepFakes,1,20,20,1.0
542_520,DeepFakes,1,20,20,1.0
543_559,DeepFakes,1,20,20,1.0
544_532,DeepFakes,1,20,20,1.0
545_553,DeepFakes,1,20,20,1.0
546_621,DeepFakes,1,20,20,1.0
547_574,DeepFakes,1,20,0,0.0
548_632,DeepFakes,1,20,20,1.0
549_531,DeepFakes,1,20,20,1.0
550_452,DeepFakes,1,20,20,1.0
551_631,DeepFakes,1,20,13,0.65
552_851,DeepFakes,1,20,20,1.0
553_545,DeepFakes,1,20,20,1.0
554_572,DeepFakes,1,20,20,1.0
555_516,DeepFakes,1,20,20,1.0
556_588,DeepFakes,1,20,20,1.0
557_560,DeepFakes,1,20,20,1.0
558_583,DeepFakes,1,20,20,1.0
559_543,DeepFakes,1,20,20,1.0
560_557,DeepFakes,1,20,20,1.0
561_998,DeepFakes,1,20,20,1.0
562_626,DeepFakes,1,20,20,1.0
563_537,DeepFakes,1,20,20,1.0
564_971,DeepFakes,1,20,20,1.0
565_589,DeepFakes,1,20,20,1.0
566_617,DeepFakes,1,20,20,1.0
567_606,DeepFakes,1,20,3,0.15
568_628,DeepFakes,1,20,20,1.0
569_921,DeepFakes,1,20,20,1.0
570_624,DeepFakes,1,20,20,1.0
571_746,DeepFakes,1,20,20,1.0
572_554,DeepFakes,1,20,20,1.0
573_757,DeepFakes,1,20,20,1.0
574_547,DeepFakes,1,20,20,1.0
575_603,DeepFakes,1,20,20,1.0
576_155,DeepFakes,1,20,20,1.0
577_593,DeepFakes,1,20,20,1.0
578_636,DeepFakes,1,20,20,1.0
579_701,DeepFakes,1,20,20,1.0
580_524,DeepFakes,1,20,5,0.25
581_697,DeepFakes,1,20,20,1.0
582_172,DeepFakes,1,20,20,1.0
583_558,DeepFakes,1,20,20,1.0
584_823,DeepFakes,1,20,20,1.0
585_599,DeepFakes,1,20,20,1.0
586_223,DeepFakes,1,20,20,1.0
587_535,DeepFakes,1,20,20,1.0
588_556,DeepFakes,1,20,20,1.0
589_565,DeepFakes,1,20,20,1.0
590_034,DeepFakes,1,20,20,1.0
591_605,DeepFakes,1,20,20,1.0
592_500,DeepFakes,1,20,20,1.0
593_577,DeepFakes,1,20,20,1.0
594_530,DeepFakes,1,20,20,1.0
595_597,DeepFakes,1,20,20,1.0
596_609,DeepFakes,1,20,20,1.0
597_595,DeepFakes,1,20,20,1.0
598_178,DeepFakes,1,20,20,1.0
599_585,DeepFakes,1,20,20,1.0
600_505,DeepFakes,1,20,20,1.0
601_653,DeepFakes,1,20,20,1.0
602_397,DeepFakes,1,20,20,1.0
603_575,DeepFakes,1,20,20,1.0
604_703,DeepFakes,1,20,20,1.0
605_591,DeepFakes,1,20,20,1.0
606_567,DeepFakes,1,20,20,1.0
607_683,DeepFakes,1,20,20,1.0
608_675,DeepFakes,1,20,20,1.0
609_596,DeepFakes,1,20,20,1.0
610_692,DeepFakes,1,20,20,1.0
611_760,DeepFakes,1,20,20,1.0
612_702,DeepFakes,1,20,20,1.0
613_685,DeepFakes,1,20,20,1.0
614_616,DeepFakes,1,20,19,0.95
615_687,DeepFakes,1,20,20,1.0
616_614,DeepFakes,1,20,20,1.0
617_566,DeepFakes,1,20,20,1.0
618_629,DeepFakes,1,20,20,1.0
619_620,DeepFakes,1,20,20,1.0
620_619,DeepFakes,1,20,20,1.0
621_546,DeepFakes,1,20,20,1.0
622_647,DeepFakes,1,20,20,1.0
623_630,DeepFakes,1,20,20,1.0
624_570,DeepFakes,1,20,20,1.0
625_650,DeepFakes,1,20,20,1.0
626_562,DeepFakes,1,20,20,1.0
627_658,DeepFakes,1,20,20,1.0
628_568,DeepFakes,1,20,20,1.0
629_618,DeepFakes,1,20,20,1.0
630_623,DeepFakes,1,20,20,1.0
631_551,DeepFakes,1,20,20,1.0
632_548,DeepFakes,1,20,20,1.0
633_529,DeepFakes,1,20,20,1.0
634_660,DeepFakes,1,20,20,1.0
635_642,DeepFakes,1,20,20,1.0
636_578,DeepFakes,1,20,20,1.0
637_427,DeepFakes,1,20,20,1.0
638_640,DeepFakes,1,20,20,1.0
639_841,DeepFakes,1,20,20,1.0
640_638,DeepFakes,1,20,20,1.0
641_662,DeepFakes,1,20,20,1.0
642_635,DeepFakes,1,20,20,1.0
643_646,DeepFakes,1,20,20,1.0
644_657,DeepFakes,1,20,20,1.0
645_688,DeepFakes,1,20,20,1.0
646_643,DeepFakes,1,20,20,1.0
647_622,DeepFakes,1,20,0,0.0
648_654,DeepFakes,1,20,9,0.45
649_816,DeepFakes,1,20,20,1.0
650_625,DeepFakes,1,20,20,1.0
651_835,DeepFakes,1,20,20,1.0
652_773,DeepFakes,1,20,20,1.0
653_601,DeepFakes,1,20,20,1.0
654_648,DeepFakes,1,20,20,1.0
655_444,DeepFakes,1,20,20,1.0
656_666,DeepFakes,1,20,20,1.0
657_644,DeepFakes,1,20,20,1.0
658_627,DeepFakes,1,20,20,1.0
659_749,DeepFakes,1,20,20,1.0
660_634,DeepFakes,1,20,20,1.0
661_670,DeepFakes,1,20,20,1.0
